A1,A2,A2a,A2a1,A3_0,A3_1,A3_2,A3_3,A3_4,A4_0,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A5a,A6,A61,B1,B1a,B2,B2a,B3,B3a,B4_0,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_7,B4_8,B4_9,B4_10,B4_11,B5,B5a,B6,B6a,B7,B7a,B8,B8a,B9,B9a,B10,B10a,B11,B111_0,B111_1,B111_2,B111_3,B111_4,B111_5,B111_6,B111_7,B111_8,B111_9,B12,B121,B122,B123,B124,B13,B131,B132_0,B132_1,B132_2,B132_3,B132_4,B132_5,B132_6,B132_7,B132_8,B132_9,B132_10,B132_11,B132_12,B132_13,B132_14,B132_15,C1,C1a,C1b,C1c,C1d,C2,C2a_0,C2a_1,C2a_2,C2a_3,C2a_4,C2a_5,C2a_6,C2b_0,C2b_1,C2b_2,C2b_3,C2b_4,C2b1,C3,C3a,C4,C5_0,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C6,C71,C72,C73,C74,C75,C71a,C72a,C73a,C74a,C75a,C8,C9,C9a,E1,E2,E2Y,E2M,E3,E41,E42,E42a,E5,E6,E7a,E7b,CODE,YY,CC,CITY,ENERGY_CODE,WI
2,2,,.,0,1,,,,0,1,,,,,,,,,1,2,2,2,9,49,1,.,,.,1,,,,,,,,,,,,,.,,.,,.,,.,,.,,.,1,0,,1,,,,,1,1,,2,,,,,,,9,,,,,,,,,,,,,,,,2,60,3,,,1,9,,,,,,,9,,,,,,,.,,0,1,,,,,,1,1,1,,1,1,,,,,,,,.,,10,39,3,3,,2,12,1,18,18,2,1810361,2000,1668,18,1,63
2,2,,.,0,,,1,,0,1,,,,,,,,,2,,2,3,4,.,2,.,2,.,0,,,1,,,,,,,,,2,.,11,.,2,.,2,.,2,.,2,.,2,9,,,,,,,,,,2,,1,,,2,,0,1,,,,,,,,,,,,,,,1,34,,,,1,9,,,,,,,9,,,,,,2,.,5,0,1,,,,,,3,1,1,,1,1,,,,,,2,1,.,1,9,.,.,4,12,1,,1,18,18,,1810362,1998,1587,18,1,63
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,9,57,5,.,5,.,0,,,1,,,,,,,,,6,.,3,.,2,.,7,.,5,.,3,.,1,0,,1,,1,,,,,,2,,2,1,2,2,1,0,1,,,,,,,,1,,,,,,,2,65,5,,,1,9,,,,,,,9,,,,,,5,.,1,0,1,,,,,,1,1,1,,1,1,,,,,,,8,.,1,8,.,.,1,,1,,3,18,2,1,1810365,2006,1794,18,1,63
1,2,,.,0,1,,,,0,,,,,1,,,,,2,,2,3,5,.,5,.,3,.,0,,,1,1,1,,1,1,,,,4,.,5,.,3,.,5,.,4,.,4,.,1,0,,,,,,,1,,,1,1,,,,1,,9,,,,,,,,,,,,,,,,2,70,3,,,1,9,,,,,,,9,,,,,,9,.,3,0,,1,,,,,5,1,1,,1,2,,,,,3300,5,9,.,1,7,.,.,2,10,2,6,1,18,18,2,1810366,2013,1987,18,5,63
2,2,,.,0,1,,,,0,1,,,,,,,,,2,,2,6,5,.,1,.,6,20,0,,,,,,,,,,1,,1,.,2,.,1,.,1,.,1,.,4,.,1,0,,,,,,,,1,,2,,2,1,2,2,1,0,1,,,,,,,,,,,,,,,1,38,,,,1,9,,,,,,,9,,,,,,1,.,3,0,1,,,,,,1,1,1,,1,1,,,,,,2,1,.,1,9,.,.,3,11,1,,2,18,18,,1810367,2005,1794,18,1,63
2,2,,.,0,1,1,,,0,1,,,,1,,,,,2,,1,,5,.,2,.,6,.,0,,,,,,1,1,1,,,,3,.,3,.,2,.,2,.,2,.,4,.,2,9,,,,,,,,,,1,1,,,,2,4,0,1,1,,,,,,,,,,,,,,2,84,3,,,1,9,,,,,,,9,,,,,,3,.,2,0,1,1,1,,,,2,1,1,,1,2,,,,,2500,1,5,.,1,8,.,.,3,13,1,,2,18,18,2,1810368,2010,1998,18,1,63
1,2,,.,0,1,,,,0,1,,,,1,,,,,2,,1,,5,.,6,.,3,.,0,,,,1,,,,,,,,4,.,3,.,4,.,7,.,5,.,6,.,2,9,,,,,,,,,,1,1,,,,2,1,0,,,,,,,,,,,,1,,,,2,107,3,,,2,0,,1,,1,,,0,1,,,,450,5,.,2,0,1,,,,,,1,1,1,,1,2,,,,,4000,2,10,.,1,6,.,.,3,11,2,2,1,18,1,3,1810370,2014,2494,18,6,63
1,2,,.,0,1,,,,0,,1,,,,,,,,2,,1,,9,.,2,.,4,.,0,,,1,,,,,,,,,5,.,3,.,5,.,4,.,2,.,3,.,1,0,,,,,,,,1,,2,,2,1,2,2,1,0,1,,,,,,,,,,,,,,,2,,2,,,1,9,,,,,,,9,,,,,,5,.,3,0,1,,,,,,7,1,1,,1,1,,,,,,3,2,.,1,10,.,.,,,1,,1,18,2,,1810373,2015,1987,18,1,63
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,9,.,4,.,3,.,0,,,,1,,,,,,,,5,.,6,.,3,.,6,.,8,.,3,.,2,9,,,,,,,,,,2,,2,1,2,1,,9,,,,,,,,,,,,,,,,1,,,,,1,9,,,,,,,9,,,,,,6,.,2,0,1,1,1,,,,5,1,1,1,1,1,,,,,,2,12,.,1,8,.,.,,13,1,,1,18,2,1,1810374,2002,1584,18,1,63
1,1,1,1,0,1,,,,0,1,,,,1,,,,,2,,1,,9,50,5,.,4,.,0,,,,1,,,1,,,1,,5,.,2,.,2,.,6,.,4,.,2,.,2,9,,,,,,,,,,1,1,,,,2,2,0,1,1,1,1,,,,,,,,,,,,2,75,3,,,2,0,,1,1,1,,,0,1,,,,500,7,.,6,0,1,,1,,,,1,,1,1,1,2,,,,,2500,2,9,.,1,8,.,.,3,13,1,,1,18,2,1,1810375,2007,1998,18,5,63
1,2,,.,0,1,,,,0,1,,1,,,,,,,2,,1,,4,.,4,.,3,.,0,,,,1,1,1,1,1,,,,4,.,2,.,2,.,5,.,5,.,6,.,2,9,,,,,,,,,,2,,2,,,2,1,0,1,,,,,,,,,,,,,,,1,80,,,,1,9,,,,,,,9,,,,,,6,.,1,0,1,1,,,,,5,1,1,,1,1,,,,,,3,8,.,1,7,.,.,3,,1,,1,18,2,18,1810376,2015,1987,18,1,63
2,2,,.,0,1,,,,0,1,,,,,1,,,,2,,1,,3,.,4,.,4,.,0,,,,,,,,,,1,1,2,.,2,.,2,.,5,.,3,.,8,10,2,9,,,,,,,,,,2,,2,1,2,2,1,0,1,,,,,,,,,1,,,,,,1,80,,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,,,,,,1,1,1,1,1,1,,,,,,3,5,.,1,6,.,.,3,8,1,,1,18,18,2,1810377,2006,1998,18,1,63
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,5,.,4,.,3,.,0,,,,1,1,1,1,1,1,,,5,.,5,.,4,.,7,.,5,.,3,.,2,9,,,,,,,,,,2,,2,1,2,2,1,0,1,1,1,,,,,,,,,,,1,,2,65,3,,,1,9,,,,,,,9,,,,,,4,.,3,0,1,,,,,,1,1,1,,1,1,,,,,,3,11,.,1,7,.,.,3,12,1,,1,18,2,1,1810378,2014,1798,18,1,63
1,2,,.,0,1,,,,0,1,1,1,,,1,,,,2,,1,,4,.,3,.,4,.,0,,,,1,1,1,1,,,,,5,.,2,.,1,.,6,.,5,.,3,.,2,9,,,,,,,,,,2,,2,4,2,2,,0,1,,,,,,,,,,,,,,,1,51,,,,1,9,,,,,,,9,,,,,,6,.,4,0,1,1,1,,,,7,1,1,,1,1,,,,,,4,10,.,1,8,.,.,2,12,1,,1,18,2,1,1810380,2015,1497,18,1,63
1,2,,.,0,1,,,,0,1,,1,,,,,,,2,,2,5,4,.,3,.,4,.,0,,,,1,1,1,1,1,,,,4,.,3,.,4,.,3,.,3,.,4,.,,9,,,,,,,,,,2,,1,3,3,2,,0,1,,,,,,,,1,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,1,,,,,2,1,1,,1,1,,,,,,1,9,.,1,7,.,.,3,12,2,3,1,18,18,1,1810382,2011,1987,18,1,63
1,1,4,.,0,1,,,,0,1,,,,1,,,,,2,,1,,9,.,4,.,3,.,0,,,,,1,1,1,,,,,4,.,6,.,6,.,4,.,3,.,2,.,1,0,,1,,,1,,1,,1,1,1,,,,1,,9,,,,,,,,,,,,,,,,4,,,,,2,0,,1,1,1,1,,0,,,1,,,4,.,6,0,1,,,,,,1,,1,1,1,2,,,,,3000,1,8,.,1,8,.,.,3,12,1,,1,18,2,1,1810384,2013,2494,18,6,63
1,2,,.,0,1,,,,0,,,,,1,,,,,2,,2,1,9,44,6,.,3,.,0,,,1,1,1,1,1,1,,,,5,.,8,.,5,.,6,.,6,.,2,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,,,,,,,,,,,,,,,2,70,3,,,1,9,,,,,,,9,,,,,,6,.,4,0,1,,,,,,1,1,1,,2,1,,,,3200,,5,13,.,1,8,.,.,3,9,1,,1,18,1,2,1810385,2011,1987,18,1,63
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,5,.,3,.,3,.,0,,1,1,,,,,,,,,3,.,6,.,5,.,2,.,3,.,5,.,2,9,,,,,,,,,,2,,2,1,2,2,,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,4,.,3,0,1,,,,,,2,1,1,,1,1,,,,,,3,4,.,1,9,.,.,3,9,2,7,4,18,18,,1810386,2013,1797,18,1,63
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,2,.,1,.,4,.,0,,,,1,,,,,1,,,2,.,2,.,1,.,3,.,3,.,4,.,1,0,,1,,,,,,,,2,,,1,2,2,1,0,,,,,,,,,1,,,,,,,1,65,,,,1,9,,,,,,,9,,,,,,2,.,1,0,1,,,,,,2,1,1,,1,1,,,,,,1,4,.,1,10,.,.,2,6,1,,2,18,18,,1810387,2007,1997,18,1,63
1,2,,.,0,1,,,,0,,,,,1,,,,,2,,,,6,.,5,.,3,.,1,,,,,,,,,,,,4,.,3,.,,.,3,.,3,.,,.,,9,,,,,,,,,,1,,,,,,,9,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,9,,,,,,6,.,5,0,1,,,,,,1,1,1,,2,1,,,,2400,,4,7,.,1,8,.,.,2,6,,,1,18,18,,1810394,2012,1797,18,1,63
1,2,,.,0,1,,,,0,1,1,,,,,,,,2,,1,,4,.,2,.,6,.,0,,1,1,1,,,,,,,,3,.,2,.,4,.,4,.,2,.,8,.,2,9,,,,,,,,,,2,,1,5,3,2,,0,1,,,,1,,,,,,,,,,,2,80,3,,,1,9,,,,,,,9,,,,,,3,.,5,0,1,1,,,,,1,1,1,,1,1,,,,,,3,6,.,1,9,.,.,3,7,2,7,4,18,2,1,1810395,2012,1987,18,1,63
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,3,.,4,.,3,.,0,,,,,1,1,1,1,1,1,,5,.,1,.,1,.,7,.,8,.,7,.,2,9,,,,,,,,,,2,,2,4,,2,1,0,,1,,,1,,,,,,1,,,1,,1,81.3,,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,,,,,,1,1,1,,1,1,,,,,,2,13,.,1,8,.,.,4,9,2,8,1,18,18,2,1810398,2015,1987,18,1,63
1,2,,.,0,1,,,,0,,1,,,1,,,1,,2,,1,,7,.,3,.,3,.,0,,,1,,,,,,1,,,5,.,6,.,4,.,4,.,3,.,4,.,1,0,,1,,,1,,1,,,1,,1,,,2,1,0,1,,,,,,,,1,,,,,,,2,75,3,,,2,0,,1,,1,,,0,1,,,,500,7,.,6,0,1,,,,,,1,1,1,,1,2,,,,,2500,4,9,.,1,7,.,.,3,9,1,,3,18,2,1,1810400,2011,1987,18,5,63
1,2,,.,0,1,,,,0,,1,,,1,,,,,2,,1,,9,45,2,.,4,.,0,,,,1,,,,1,,,,4,.,2,.,4,.,5,.,5,.,3,.,2,9,,,,,,,,,,1,3,,,,2,1,0,,,,,,,,,,,,,1,,,2,68,3,,,1,9,,,,,,,9,,,,,,4,.,2,0,1,,,,,,1,1,1,1,1,1,,,,,,,7,.,,10,.,.,2,13,1,,4,18,18,,1810401,2006,1794,18,1,63
2,1,1,.,0,1,,,,0,1,,,,,1,,,,2,,1,,4,.,2,.,5,.,0,,,,1,,,,,1,1,,2,.,4,.,3,.,1,.,1,.,4,.,2,9,,,,,,,,,,2,,2,3,2,1,,9,,,,,,,,,,,,,,,,1,58,,,,1,9,,,,,,,9,,,,,,2,.,2,0,1,,,,,,1,2,1,1,1,1,1000,,,,,2,2,.,1,5,.,.,4,4,2,5,1,18,18,2,1820042,2005,1794,18,1,1407
1,1,1,.,0,1,1,,,0,1,1,,,,1,,,,2,,1,,6,.,6,.,3,.,0,,,1,1,1,1,1,1,1,1,,6,.,7,.,5,.,10,.,10,.,3,.,1,0,,,,1,,1,1,,,2,,2,3,2,1,,9,,,,,,,,,,,,,,,,1,65,,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,,,,,,1,2,1,1,1,1,1000,,,,,2,6,.,1,7,.,.,3,10,1,,1,18,18,2,1820043,2004,1794,18,5,1407
1,1,1,.,0,1,,,,0,1,,,,1,,,,,2,,2,5,7,.,5,.,5,.,0,,,,1,1,1,,1,1,1,,5,.,5,.,5,.,8,.,7,.,1,.,2,9,,,,,,,,,,1,2,,,,1,,9,,,,,,,,,,,,,,,,1,21,,,,1,9,,,,,,,9,,,,,,9,.,3,0,1,,,,,,2,2,1,1,1,1,1000,,,,,2,3,.,1,8,.,.,3,10,1,,1,18,18,2,1820108,2002,1769,18,1,1407
1,1,1,.,0,1,1,,,0,1,,,,,1,,,,2,,1,,2,.,4,.,3,.,0,,,1,1,1,1,1,1,1,1,,6,.,6,.,5,.,7,.,5,.,7,.,2,9,,,,,,,,,,2,,2,3,,1,,9,,,,,,,,,,,,,,,,1,68,,,,1,9,,,,,,,9,,,,,,4,.,1,0,1,,,,,,1,2,1,1,1,1,1000,,,,,5,7,.,1,8,.,.,3,10,1,,1,18,18,2,1820109,2013,1798,18,1,1407
2,1,1,1,0,1,,,,0,1,,,,,1,,,,2,,1,,6,.,2,.,5,.,0,,,1,,,,,,,1,,1,.,3,.,3,.,2,.,2,.,4,.,2,9,,,,,,,,,,2,,2,3,2,1,,9,,,,,,,,,,,,,,,,1,78,,,,1,9,,,,,,,9,,,,,,2,.,2,0,1,,,,,,1,2,1,1,1,1,1000,,,,,2,1,.,1,7,.,.,3,9,1,,1,18,18,2,1820110,2005,1998,18,1,1407
1,1,1,1,0,1,,,,0,1,1,1,,,1,,,,2,,2,4,5,.,6,.,3,.,0,,,1,1,1,,1,1,1,1,,5,.,5,.,4,.,7,.,6,.,5,.,1,0,,1,,,,1,1,,,2,,2,3,2,1,,9,,,,,,,,,,,,,,,,1,21,,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,,,,,,2,2,1,1,1,1,1000,,,,,2,5,.,1,7,.,.,3,8,1,,1,18,18,2,1820111,2006,1794,18,1,1407
1,1,1,.,0,1,,,,0,1,1,,,1,,,,,2,,2,5,6,.,5,.,5,.,0,,,,1,1,1,,1,1,1,,5,.,6,.,5,.,8,.,7,.,2,.,1,0,1,1,,,,1,1,,,1,1,,,,1,,9,,,,,,,,,,,,,,,,1,11,,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,,,,,,2,2,1,1,1,2,1000,,,,2500,2,4,.,1,7,.,.,2,7,1,,1,18,18,2,1820112,2003,1998,18,1,1407
2,1,1,1,0,1,,,,0,1,,,,,,,,,2,,2,3,4,.,2,.,6,15,0,,,,1,,1,,,1,,,2,.,4,.,3,.,3,.,3,.,7,.,2,9,,,,,,,,,,2,,2,3,2,1,,9,,,,,,,,,,,,,,,,1,28,,,,1,9,,,,,,,9,,,,,,3,.,1,0,1,,,,,,1,2,1,1,1,1,1000,,,,,2,2,.,1,7,.,.,3,7,1,,1,18,18,2,1820113,2010,1987,18,1,1407
1,1,1,.,0,1,,,,0,1,,,,,1,,,,2,,2,5,4,.,3,.,5,.,0,,,1,,,,1,1,1,,,3,.,5,.,3,.,6,.,7,.,4,.,1,0,1,,,,,1,1,,,2,,2,1,2,1,,9,,,,,,,,,,,,,,,,1,16,,,,1,9,,,,,,,9,,,,,,4,.,5,0,1,,,,,,2,2,1,1,1,1,1000,,,,,2,3,.,1,9,.,.,3,7,2,3,1,1,1,18,1820114,2007,1794,18,1,1407
1,1,1,1,0,1,,,,0,1,1,,,,,,,,2,,2,5,7,.,3,.,5,.,0,,,,1,,1,,,,,,3,.,2,.,2,.,3,.,,.,1,.,1,0,,1,,,,,,1,,2,,2,2,2,2,1,0,,,,,,,,,1,,,,,,,2,23.5,,,,1,9,,,,,,,9,,,,,,2,.,3,0,1,,,,,,,,1,1,1,1,,,,,,2,4,.,1,10,39,4,2,11,1,,1,18,2,,1830001,2007,1998,18,5,95
1,1,1,1,0,1,,,,0,1,,,,1,,,,,2,,1,,2,.,4,.,5,.,0,,,,1,1,1,1,1,,,,4,.,5,.,3,.,4,.,3,.,8,8,2,9,,,,,,,,,,1,1,,,,2,1,0,,,,,,,,,,,,,,1,,2,,2,,,1,9,,,,,,,9,,,,,,5,.,5,0,,1,1,,,,2,,1,1,2,1,,,,3300,,1,10,.,1,7,.,.,3,11,1,,1,18,18,2,1830003,2014,1987,18,1,95
1,1,1,2,0,1,,,,0,1,,1,,1,,,,,2,,1,,9,42,7,.,1,.,0,1,,1,,,,,,,1,1,6,.,2,.,2,.,5,.,4,.,2,.,2,9,,,,,,,,,,1,3,,,,2,1,0,,,,,,,,,,,,1,,,,2,69,,,,1,9,,,,,,,9,,,,,,9,.,6,0,1,,1,,,,3,,1,1,1,2,,,,,1900,2,15,.,1,5,.,.,5,4,1,,1,18,18,2,1830004,2013,1797,18,1,95
1,1,1,1,0,1,,,,0,,,,,1,,,,,2,,1,,1,.,,.,,.,1,,,,,,,,,,,,,.,,.,,.,,.,,.,5,.,2,9,,,,,,,,,,1,,,,,,,9,,,,,,,,,,,,,,,,1,110,,,,,9,,,,,,,9,,,,,,,.,,1,,,,,,,,,1,1,1,2,,,,,,,,.,1,8,.,.,3,1,1,,1,18,18,2,1830007,2017,2359,18,1,95
1,1,1,1,0,1,,,,0,1,1,1,,,1,,1,,2,,2,2,4,.,5,.,2,.,0,1,,,1,,,,,,,1,4,.,5,.,5,.,4,.,3,.,4,.,2,9,,,,,,,,,,2,,1,6,2,1,,9,,,,,,,,,,,,,,,,1,80,,,,1,9,,,,,,,9,,,,,,5,.,6,0,1,,,,,,1,,1,1,1,1,,,,,,3,8,.,1,7,.,.,3,12,2,9,4,18,18,2,1830014,2012,2494,18,6,95
1,1,1,1,0,1,,,,0,,,,,1,,,,,2,,2,4,9,46,2,.,6,15,0,,,,1,,,,,,,,1,.,2,.,2,.,2,.,4,.,1,.,1,0,,1,,1,,,1,,,1,1,,,,2,1,0,1,1,,,,,,,,,,,,1,,1,23.5,,,,1,9,,,,,,,9,,,,,,2,.,6,0,1,,1,,,,2,,1,1,1,2,,,,,900,3,4,.,1,8,.,.,3,5,1,,1,18,18,,1830015,2004,1998,18,1,95
1,1,1,1,0,1,,,,0,,,,,1,,,,,2,,1,,3,.,5,.,1,.,0,,,,1,1,1,1,1,,,,5,.,5,.,4,.,5,.,3,.,5,.,,9,,,,,,,,,,1,1,,,,1,,9,,,,,,,,,,,,,,,,1,80,,,,1,9,,,,,,,9,,,,,,7,.,1,0,1,,1,,,,2,,1,1,1,2,,,,,3600,1,10,.,1,9,.,.,1,9,1,,1,18,18,2,1830019,2015,1987,18,1,95
2,1,1,1,0,1,,,,0,1,,,,,,,,,2,,1,,7,.,3,.,4,.,1,,,,,,,,,,,,4,.,5,.,4,.,5,.,6,.,4,.,2,9,,,,,,,,,,2,,2,2,1,2,,0,1,1,,,,,,,,,,,,,,2,54,3,,,1,9,,,,,,,9,,,,,,,.,1,0,1,,,,,,1,,1,1,1,1,,,,,,3,8,.,1,7,.,.,2,8,1,,1,18,2,18,1830020,2004,1584,18,1,95
1,1,1,1,0,1,,,,0,,1,,,,,,,,2,,1,,7,.,1,.,1,.,0,,,,1,,,,,,,,1,.,1,.,1,.,2,.,2,.,2,.,1,0,,,,,,,,1,,2,,,1,2,2,,0,1,,,,,,,,,,,,,,,2,65,,,,1,9,,,,,,,9,,,,,,1,.,2,0,1,,1,,,,,2,1,1,1,1,,,,,,1,2,.,1,10,39,10,3,13,1,,1,18,18,,1830021,2006,1794,18,1,95
1,1,1,1,0,1,,,,0,1,,,,1,,,,,2,,2,3,7,.,5,.,2,.,0,,,1,1,1,1,1,,,,,5,.,5,.,5,.,3,.,2,.,2,.,2,9,,,,,,,,,,1,1,,,,2,,0,1,1,,,,,,,,,,,,,,1,35,,,,1,9,,,,,,,9,,,,,,5,.,4,0,1,,1,,,,2,,1,1,1,1,,,,,,2,7,.,1,7,.,.,3,8,1,,1,18,18,1,1830024,2011,1987,18,1,95
1,1,1,1,0,1,,,,0,1,1,1,,,1,,,,2,,1,,1,.,3,.,1,.,0,,,,,,1,1,1,1,1,1,5,.,9,.,5,.,6,.,6,.,8,.,1,0,1,1,,,,1,1,,,2,,2,3,3,2,,0,1,1,1,,,,,,1,,,,,,,2,80,3,,,2,0,,1,,,,,1,,,,,,6,.,2,0,1,,,,,,1,,1,1,1,1,,,,,,2,5,.,1,6,.,.,3,9,1,,1,18,18,1,1830026,2017,1798,18,1,95
1,1,1,1,0,1,,,,0,1,,,,1,,,,,2,,1,,3,.,8,260,3,.,0,,,,1,1,1,1,1,1,,,4,.,5,.,4,.,4,.,3,.,7,.,2,9,,,,,,,,,,1,1,,,,1,,9,,,,,,,,,,,,,,,,2,80,3,,,1,9,,,,,,,9,,,,,,6,.,6,0,1,,1,,,,2,2,1,1,1,2,500,,,,3600,2,13,.,1,5,.,.,4,2,1,,1,18,18,2,1830028,2016,1987,18,1,95
1,1,1,1,0,1,,,,0,1,,,,1,,,,,2,,1,,6,.,1,.,5,.,0,,,,1,1,1,1,1,1,1,1,5,.,7,.,1,.,5,.,5,.,7,.,1,0,,,,1,,,1,1,,1,1,,,,2,1,1,,,,,,,,,,,,,,,,1,70,,,,2,0,1,1,,,,,1,,,,,,10,.,6,0,1,,,,,,1,,1,1,1,1,,,,,,,,.,,,.,.,,,,,,,,,1830035,2017,1556,18,1,95
2,1,1,1,0,1,,,,0,1,,,,,1,1,,,1,2,2,4,4,.,1,.,6,12,0,,,,,,,,,1,1,1,2,.,3,.,4,.,4,.,5,.,6,.,2,9,,,,,,,,,,2,,2,1,2,2,1,0,1,,,,,,,,,,,1,,1,,2,30,1,,,1,9,,,,,,,9,,,,,,3,.,1,0,1,,,,,,1,2,1,1,1,1,500,,,,,2,4,.,1,9,.,.,5,6,2,2,2,18,18,2,1830036,2006,3456,18,1,95
2,1,1,1,0,1,,,,0,,,1,,1,,,,,2,,1,,1,.,2,.,5,.,0,,,1,1,1,,,1,1,1,,2,.,4,.,2,.,4,.,4,.,8,10,2,9,,,,,,,,,,1,,,,,2,1,0,1,,,,,,,,1,,,,,,,2,65,,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,,,,,1,,1,1,1,2,,,,,1833,1,5,.,1,8,.,.,3,8,2,6,2,18,18,2,1830039,2016,1798,18,1,95
1,1,1,1,0,1,1,,,0,1,,,,1,1,,,,2,,1,,2,.,3,.,4,.,0,,,,1,1,1,1,1,,,,4,.,5,.,3,.,6,.,6,.,7,.,2,9,,,,,,,,,,1,1,,,,1,,9,,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,1,,,,2,,1,1,2,1,,,,3300,,2,13,.,1,4,.,.,3,3,1,,1,18,18,2,1830041,2015,1987,18,1,95
1,1,1,1,0,1,,,,0,1,,,,1,,,,,2,,1,,3,.,4,.,3,.,0,,,,1,,,,,,,,5,.,9,.,6,.,4,.,2,.,6,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,,1,,,1,,,,,,,,,,1,64,,,,1,9,,,,,,,9,,,,,,2,.,2,0,1,1,1,,,,5,,1,1,2,1,,,,2400,,5,11,.,1,10,41,9,4,9,1,,4,18,18,,1830043,2014,1798,18,1,95
1,1,1,1,0,1,,,,0,1,,,,,,,,,2,,1,,,.,,.,2,.,0,,,1,1,,,,1,,,,3,.,3,.,3,.,2,.,1,.,7,.,1,0,,1,,1,,,,1,,2,,2,1,2,2,1,1,,,,,,,,,,,,,,,,1,70,,,,1,9,,,,,,,9,,,,,,6,.,6,0,1,,,,,,2,,1,1,1,1,,,,,,3,4,.,1,10,.,.,1,9,1,,1,18,18,,1830044,2012,1798,18,1,95
2,1,1,1,0,1,,,,0,1,,,,,,,,,2,,1,,2,.,2,.,6,14,0,,,1,,,,,,1,,,2,.,2,.,1,.,3,.,4,.,1,.,2,9,,,,,,,,,,2,,2,5,3,1,,9,,,,,,,,,,,,,,,,1,60,,,,1,9,,,,,,,9,,,,,,3,.,2,0,1,,,,,,1,,1,1,1,1,,,,,,2,3,.,1,6,.,.,3,10,2,8,2,18,18,1,1830048,2003,1769,18,1,95
1,1,1,1,0,1,1,,,0,1,1,,,,1,,,,2,,1,,1,.,3,.,1,.,0,,,,,1,1,,1,1,1,,4,.,7,.,5,.,5,.,3,.,8,.,1,0,1,1,1,1,1,1,1,,1,2,,,1,1,2,1,0,1,1,1,,,1,,,1,1,,,1,,,2,71,2,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,,,,,,1,,1,1,1,1,,,,,,2,7,.,1,8,.,.,3,9,1,,1,18,18,2,1830051,2017,1798,18,1,95
1,1,1,1,0,1,,,,0,1,,,,1,1,,,,,,1,,4,.,1,.,3,.,0,,,,1,,,,1,1,,,5,.,4,.,3,.,4,.,3,.,6,.,1,0,,1,,,,,,,,1,2,,,,2,4,0,1,,,,,,,,,,,,,,1,2,50,3,,,1,9,,,,,,,9,,,,,,6,.,4,0,1,1,,,,,2,,1,1,1,1,,,,,,2,7,.,1,8,.,.,3,10,1,,1,18,18,,1830052,2012,1598,18,1,95
1,1,1,1,0,1,,,,0,1,,,,,,,,,2,,2,4,5,.,2,.,3,.,0,,,,,1,1,1,,,,,3,.,4,.,3,.,3,.,2,.,7,.,2,9,,,,,,,,,,2,,2,4,2,1,,9,,,,,,,,,,,,,,,,2,30,2,,,1,9,,,,,,,9,,,,,,3,.,4,0,1,,,,,,1,,1,1,1,1,,,,,,2,3,.,1,9,.,.,3,9,1,,1,18,18,,1830054,2010,1794,18,1,95
1,1,1,1,0,1,,,,0,1,,1,,,,1,,,2,,2,5,9,49,3,.,4,.,0,,,1,1,,,,,1,1,,4,.,5,.,4,.,3,.,7,.,6,.,2,9,,,,,,,,,,2,,1,4,2,2,1,0,,,,,,,,,1,,,,,,,1,18,,,,1,9,,,,,,,9,,,,,,5,.,5,0,1,,,,,,3,,1,1,1,1,,,,,,4,4,.,1,9,.,.,4,10,1,,2,18,18,,1830055,2006,1794,18,1,95
1,1,1,1,0,1,,1,,0,1,1,1,,,1,,,,2,,1,,4,.,3,.,3,.,0,,,1,1,1,1,1,1,1,1,,4,.,2,.,1,.,4,.,6,.,4,.,2,9,,,,,,,,,,2,,2,5,3,2,1,0,1,1,,,,,,,,,,,,,,1,62,,,,1,9,,,,,,,9,,,,,,3,.,5,0,1,,,,,,1,2,1,1,1,1,900,,,,,5,13,.,1,5,.,.,3,4,1,,1,18,2,1,1830058,2015,1598,18,1,95
